id,text_clean
1820769807634969088,"Wczoraj uczestniczyłem w ceremonii oddania czci cywilom zamordowanym przez Niemców podczas Powstania Warszawskiego, która odbyła się pod Pomnikiem Ofiar Rzezi Woli.

  #PowstanieWarszawskie "
1820468158156709888," 👉 Kilka dni temu w rozmowie w  wyraziłem obawy dotyczące gotowości polskich granic na wypadek konfliktu na Bliskim Wschodzie.
 ‼ ️W świetle ostatnich wydarzeń i rosnących napięć w regionie, ta wizja staje się niestety coraz bardziej realna.
W związku z tym uważam, że…  "
1820045562244194816,"Inflacja rośnie, Polacy są coraz biedniejsi. 
Obiecywali przed wyborami inny scenariusz. 
Koalicja rządząca zawodzi na każdym kroku. 


 "
1819306185767432448,"  Tak, szukamy niedrogiej sali o pojemności 150-200 osób. Mamy własny sprzęt audio-wideo więc nie musi być to sala kinowa. Ewentualne propozycje lub sugestie proszę przesłać na adres krajowego koordynatora pokazów m.kusmierczyk.org."
1819305573231349760,  Będzie Łódź - to oczywiste!
1819301407318540544,"Moja opinia na temat reformy Trybunału Konstytucyjnego.
Zapraszam do obejrzenia programu Forum w  z moim udziałem.
 👉 Całość dostępna tutaj: 


  "
1819285672135409920,  Będzie dostępny w sieci po kilku miesiącach nieodpłatnych pokazów w całej Polsce.
1819285433311752192,  Prawdopodobnie dziś opublikujemy termin pokazu we Wrocławiu.
1819125756397506560,"  Proszę szukać na stronie  zakładki ""pokazy"""
1819125560309584384,"  Szanowny Panie, prawdopodobnie jutro opublikujemy termin pokazu we Wrocławiu. Proszę śledzić kalendarium.

Opole waży się między 29 a 30 września. Prawdopodobnie pokaz we Wrocławiu będzie wcześniej niż w Opolu."
1819120112160723456,"Kalendarium pokazów filmu dokumentalnego w reżyserii  ""Gietrzwałd 1877. Wojna światów"" jest już dostępne na stronie filmu  w zakładce ""pokazy"".
Pokazy będą organizowane w całej Polsce. Systematycznie będziemy dodawać kolejne miejsca i terminy…  "
1819082527442686208,"Dziś uczestniczyłem w opolskich uroczystościach 80 rocznicy Powstania Warszawskiego.  Tradycyjnie uroczystość została poprzedzona Mszą Św. za Ojczyznę w kościele Przemienienia Pańskiego i odbyła się u stóp pomnika Polskiego Państwa Podziemnego na osiedlu AK.
Cieszy liczna…  "
1818929863916388864," 🇵  🇱  Chwała bohaterom!  🇵  🇱 
#Pamiętamy #PW1944 #PowstanieWarszawskie

  "
1818641958308331520,"Ubogacania ciąg dalszy. 

Co to będzie gdy zostaną zrealizowane migracyjne postulaty pań (i panów) z  ?

#Konfederacja #Korona #GrzegorzBraun "
1818570637209719040,"Wywiad Rafała Otoki-Frąckiewicza z  

"
1818266043762040832," ‼ ️UDOSTĘPNIJ ‼ ️
Organ odpowiadający za bezpieczeństwo obywateli marnuje fundusze i zasoby ludzkie, zajmując się  procedurami zamawiania tuszu, które trwają nawet 5 miesięcy! 

Rozmawiamy w  o budżecie  i abstrakcyjnych problemach…  "
1818196852568695040,"Czy jest jakiś inny kraj, który płaci NIELEGALNYM imigrantom za to, że nie mogli w spokoju, nielegalnie przekroczyć granicy? 😵 ‍ 💫 

  "
1817897481650245632, Nic nie szkodzi. Z kilku powodów jest ich coraz mniej.
1817889650331041792, Słuszna uwaga. Postaram się to w przyszłości uwzględnić.
1817889053498392832,Lepszy przykład niż wykład. Tym razem kulturysta Jo Lindner. 
1817855252550320384," 🙂 Ekolodzy są tak pewni swojej wiedzy, że sięgają tylko do takich źródeł, które ją potwierdzają. (Najczęściej finansowanych przez organizacje lewicowe). 🙃 
Brak chęci podjęcia merytorycznej dyskusji z przeciwnikami swoich teorii, tylko utwierdza nas w tym, że to SZALONY pomysł, by…  "
1817628925062782976,"  Tak, to prawda. Zwiastun powstawał w chwili gdy jeszcze film powstawał i  wydawało nam się, że uda się nam skończyć go na jesień 2023."
1817585135258361856," ‼ ️Uwaga ‼ ️

 👇 Oto komunikat o premierze i pokazach filmu 
w reżyserii  ""Gietrzwałd 1877. Wojna światów"".
Z początkiem sierpnia szczegółowe informacje będą dostępne na stronie  "
1817505550315217408,"Ostatni tydzień przed przerwą w pracach sejmu zaowocował wieloma ciekawymi wypowiedziami, wywiadami i refleksjami. 
W mediach społecznościowych i działaniach  nie przewidujemy przerw. Zapraszamy do śledzenia! 

  "
1817443113733947648,Najlepsza z możliwych reakcji. 
1817288628231397632,"   Potwierdzam informację . 
 chętnie skorzysta z możliwości debaty z , co osobiście potwierdził w czasie niedawnej konferencji prasowej w Sejmie RP."
1817153497588023552,"Nie chcemy by w Polsce popularne wydarzenia niosły za sobą postrach zamiast radości. Plaga kradzieży, przestępstw i zbiorowy gwałt w turystycznej dzielnicy Paryża. Chcemy bezpiecznej Polski. 
  "
1816940224133366272,Inscenizacja Ostatniej Wieczerzy w czasie otwarcia tegorocznych Igrzysk Olimpijskich w Paryżu to bezczelna i celowa profanacja. 
1816761500997980416,"Kolejny artykuł potwierdzający nasze obawy, o których mówimy głośno od lat!
 ‼ ️ 💉  NIE DLA PRZYMUSOWYCH SZCZEPIEŃ!

    "
1816588847251173376,"Pod postem  chciałem napisać, że przedstawiciele Konfederacji  są też gotowi do debaty oraz że chcemy pójść dalej i uzgodnić jej szczegóły organizacyjne.  

Pan Minister jednak stawia komunikacyjne bariery. "
1816586383114338560,Na różne sposoby próbują nas wciągnąć w nie naszą wojnę. 
1816360581458259968," ‼ ️SKANDAL ‼ ️
Premier bezkarnie łamiący Konstytucję RP to nie mąż a zdrajca stanu!


  ‼ ️   ‼ ️ "
1816136738646986752,"Polskie granice nie są bezpieczne! Posłuchajcie czego dowiedzieliśmy się w ubiegłym tygodniu na przejściu granicznym w Krościenku. 

  "
1816044110865694976,"Rozwiewam wątpliwości i spekulacje na temat sytuacji  Parlamencie Europejskim. 
Zapraszam do wysłuchania rozmowy w 
"
1815701960881758464,"Proponuję obserwować stronę Fundacji Osuchowa na FB,  na której wkrótce będą publikowane szczegółowe informacje o premierze filmu reżyserii  i mojej produkcji  ""Gietrzwałd 1877. Wojna światów"".

Strona ta będzie też informować o pokazach filmu, które planujemy… "
1815688469290647808," ‼ ️ Wraz z   przypominamy o tym, jakim niebezpieczeństwem dla Europejczyków jest ponowny wybór Ursuli von Der Leyen.
 👉  Cała wypowiedź: 


 "
1814753148210127104, Bożej opieki na każdy dzień Waszej wspólnej drogi!
1814718000114593792,Potwierdzam informacje  . 
1814606290494079488,"Znana od dawna taktyka, czyli próba usunięcia z życia publicznego osób, które stawiają trafne i niewygodne tezy.

   "
1814210698173452800,"Szaleństwo. Kobieta, która z uśmiechem na twarzy spycha ludzi w ubóstwo i niewolę.

Wszyscy europosłowie Konfederacji głosowali przeciwko - nigdy nie zgodzimy się na niszczenie gospodarki i narażania Polaków na niebezpieczeństwo!

  "
1813882697053597952," ‼ ️ Po pierwsze Polacy ‼ ️
Niestety tak twierdzi TYLKO ...
Posłuchajcie jakim absurdem jest decyzja o stałym wsparciu Ukrainy procentem z PKB.


   "
1813488267800482048," 🟥  PETYCJA O ODWOŁANIE PAWŁA GRZESIOWSKIEGO ZE STANOWISKA GŁÓWNEGO INSPEKTORA SANITARNEGO.

 ➡ ️ Dr Grzesiowski był znany z kontrowersyjnych i całkowicie błędnych, apokaliptycznych prognoz dotyczących pandemii COVID19, których celem było sianie psychozy strachu ukierunkowanego na…  "
1813273188807135488,"Dziś uczestniczyłem w posiedzeniu Komisji Administracji i Spraw Wewnętrznych w trakcie którego wizytowaliśmy przejście graniczne w Krościenku. Spotkaliśmy się z funkcjonariuszami Straży Granicznej, Policji i Państwowej Straży Pożarnej oraz przedstawicielami władz lokalnych i…  "
1813203851232571648,"Niestety nie żyjemy w kraju, w którym rząd słucha obywateli.

  "
1812574005636788480,  Potwierdzam.
1812573918504308736," Tak, oczywiście był - poseł Bartłomiej Pejo. Nie ""załapał się"" na tę fotkę ponieważ składał kwiaty w gronie motocyklistów, z którymi przybył ze Świdnika."
1812552892772970752,"Tłumy prawdziwych patriotów zawitały dziś do Domostawy.
Bardzo przykre, że na tym ważnym dla Polaków wydarzeniu zabrakło przedstawicieli innych partii. 
Dziś w Domostawie odbyło się uroczyste odsłonięcie pomnika upamiętniającego Polaków pomordowanych przez Ukraińców na Wołyniu i…  "
1812402965199618048,"O odwróconej hipotece i o tym, jak unijna polityka zostawi seniorów (i nie tylko) na ulicy.
Zapraszam do przeczytania całości: 

       "
1811805068091404544,"Wczoraj o rocznicy tragicznych wydarzeń przypominały wszystkim symboliczne, niebieskie kwiaty lnu. 
W najbliższą Niedzielę zapraszamy do Domostawy na uroczyste odsłonięcie pomnika ""Rzeź Wołyńska"".

    "
1811794333135217152,"Walka czy śmierć czy życie. 
Ten etap wygrany. Chwała Bogu.

    "
1811675142000427008,"Będę monitorował monitorowanie wprowadzania zielonego ładu.  🙂 

  #konfederacja "
1811522554370171136,"   ▶ ️15 czerwca 2024 odbyła się w Sejmie RP konferencja ws zmian klimatu obejmująca: 
- część naukową, 
- część polityczną.  

 ▶ ️Zachęcam do obejrzenia! 👇 

"
1811519027807944960,"  ▶ ️15 czerwca 2024 odbyła się w Sejmie RP konferencja ws zmian klimatu obejmująca:
- część naukową,
- część polityczną.

 ▶ ️Zachęcam do obejrzenia! 👇 

"
1811503344852033536,"Urywki mojego wywiadu dla ""Studio Parlament"" Polsat News. Omówiliśmy szereg kontrowersyjnych tematów.

Wśród poruszonych zagadnień znalazły się między innymi:
 👉 Pominięcie tematu rocznicy Krwawej Niedzieli przez prezydenta Ukrainy podczas spotkania z premierem Polski.…  "
1811416840381547008,"#11lipca obchodzimy Narodowy Dzień Pamięci Ofiar Ludobójstwa dokonanego przez ukraińskich zbrodniarzy z OUN-UPA na obywatelach II RP i  81. rocznicę tzw. #KrwawaNiedziela, kulminacyjnego momentu #RzeźWołyńska, gdy na #Wołyń doszło do największej fali mordów na Polakach  🕯 ️ 🇵  🇱 …  "
1811337089738215936,"Dziś obchodzimy kolejną rocznicę ludobójstwa na Polakach. Walczymy o pamięć oraz o prawo do ekshumacji. 




"
1811132761085980928,"No cóż, zgodnie z ich etyką sytuacyjną kłamstwo, które im służy jest dobrym kłamstwem. "
1811083629512044800," zdrajca Narodu Polskiego! 
Zachęcam do wysłuchania mojego wywiadu w tej haniebnej sprawie. 



 "
1811038975718498560," przed Trybunał Stanu za podpisanie umowy z Wołodymyrem Żełenskim bez uprzedniego procesu ratyfikacji, co stanowi jawne złamanie art. 89 Konstytucji, który brzmi:

1. Ratyfikacja przez Rzeczpospolitą Polską umowy międzynarodowej i jej wypowiedzenie wymaga uprzedniej…  "
1810965270665556224," przed Trybunał Stanu za podpisanie umowy  bez uprzedniego procesu ratyfikacji co stanowi jawne złamanie art. 89 Konstytucji, który brzmi:
1. Ratyfikacja przez Rzeczpospolitą Polską umowy międzynarodowej i jej wypowiedzenie wymaga uprzedniej zgody wyrażonej… "
1810593961855074304,"Zapraszamy wszystkich polskich patriotów do Domostawy, aby wspólnie upamiętnić tragiczne wydarzenia w 81. rocznicę Krwawej Niedzieli. Tego dnia odbędzie się uroczyste odsłonięcie Pomnika Ofiar Rzezi Wołyńskiej. Do zobaczenia!  🇵  🇱   🇵  🇱   🇵  🇱 

  …  "
1810462857856766464,"Wersja angielska publicznie dostępnej treści umowy zawartej przez Donalda Tuska z Wołodymyrem Żeleńskim.

"
1810275701641146624," 🚒  XIV Międzynarodowy Zlot Pojazdów Pożarniczych 🚒   
Świetna impreza, która przypomniała wszystkim, jak wspaniałymi ludźmi są strażacy. Dziękujemy za Wasze poświęcenie. "
1809978519444750592,"Dzisiaj, 7 lipca, w Sali Papieskiej na Jasnej Górze, odbył XXX Światowy Zjazd i Pielgrzymka Kresowian.

Panu Prezesowi Janowi Skalskiemu, Pani Redaktor Danucie Skalskiej oraz wszystkim ich współpracownikom gratuluję imponującego dorobku i dokonań! "
1809200532319310336,"Zapraszam na darmowy pokaz filmu pt. ""Miało Nie Żyć"", który odbędzie się w moim biurze poselskim. 
 🗓 ️12.07 (piątek)  ⏰ godz. 19:00 
Opole, Ul. Spychalskiego 1A/8

  #Opole "
1808420593231913216,"Szanowni Państwo, bardzo dobra wiadomość.  😃  😃  😃 

  "
1807734284867805440," ‼ ️ Służby przeszukają mieszkania Polaków bez ich wiedzy!
Rząd Tuska pracuje nad projektem nowych przepisów, które umożliwią bez wiedzy domowników i pod ich nieobecność przeszukać ich mieszkanie, czy samochód.



 …  "
1807023262653649152,"Dzisiaj miałem zaszczyt uczestniczyć w obchodach Narodowego Dnia Pamięci Ofiar Ludobójstwa Dokonanego przez Ukraińskich Nacjonalistów.
Zapraszam do wysłuchania kilku słów ode mnie.

   "
1806658861908050176,"Ogłaszamy alarm dla opinii publicznej. 

Służby przeszukają mieszkania Polaków bez ich wiedzy!
Rząd Tuska pracuje nad projektem nowych przepisów, które umożliwią bez wiedzy domowników i pod ich nieobecność przeszukać ich mieszkanie, czy samochód.
 
Te niepokojące zapisy zamierza… "
1806369024848065024,"Podpisz petycję 💉  ‼ ️ 💉  ‼ ️
Precz z dr Grzesiowskim, fanatykiem reżimu sanitarnego, który został mianowany na Głównego Inspektora Sanitarnego.
Zwalczał bezstronnych lekarzy, podczas gdy sam otrzymywał wsparcie  od firmy Pfizer. 💉  ‼ ️ 💉  ‼ ️

Podpiszcie petycję o…  "
1806063144701407488,"Koalicja Obywatelska  z rozmachem przygotowuje grunt pod ostateczne rozwiązanie kwestii polskiego współsprawstwa w zbrodniach II wojny światowej. 
Amerykanie już dali się przekonać, teraz czas na kraje Europy. "
1806059820002238464,"   Dziękuję bardzo za tak staranne przygotowanie i zaprezentowanie całego arsenału wiarygodnych naukowych argumentów pozwalających racjonalnie wypracowywać co jest słuszne i dobre w kwestii szczepienia najmłodszych.

Gorąco polecam wszystkim rodzicom."
1806042007002919168,"  Posiadanie mieszkania na sprzedaż jest owocem ciężkiej pracy. To kolejna próba odbierania PRAW obywatelom. Jeden naprawia i sprzedaje auta, drugi kupuje tanie składniki na dania w drogim menu, ktoś inny mieszkania. Już prościej wyjaśnić się tego nie da."
1806033799282557184,"14. Posiedzenie Sejmu RP i kolejne rozmowy o przyszłości Polskich rolników.

  #konfederacja "
1805937309293896192,"Podczas gdy żołnierze narażają swoje życie, broniąc Polskich granic, aktywiści ""pomagają"" przedostać się NIELEGALNYM imigrantom do Polski. 
Hańba! 

  "
1805935514635117056,"Zachęcam do udziału w uroczystym odsłonięcia pomnika, na który tak długo czekaliśmy! "
1805926328849318144,"Szczegółowa informacja w Prawym Kalendarzu

"
1805926123609432064,"Serdecznie polecam Państwa uwadze uroczyste obchody Narodowego Dnia Pamięci Ofiar Ludobójstwa Dokonanego przez Ukraińskich Nacjonalistów, które odbędą się w Kędzierzynie-Koźlu w najbliższą sobotę 29.06.2024 roku.

 ▶ ️10:00 Msza Święta w Koźlu w imieniu ofiar ludobójstwa w Kościele… "
1805619429704630272," Nie mamy do czynienia z rynkiem dystrybutorów wody i firm odprowadzających ścieki. Nie ma takiej możliwości by opłaty za wodę i ścieki były cenami rynkowymi. 
WiK w Opolu jest naturalnym monopolistą i w każdej sytuacji taryfa opłat za wodę i ścieki będzie kształtowana w postaci… "
1805227904793538816,"Mój komunikat skierowany do redakcji opolskich mediów:

Szanowni Państwo,

Dziękuję Państwu za zainteresowanie naszą dzisiejszą konferencją prasową. 
Pragnę odnieść się do stanowiska Pana Adama Leszczyńskiego, Rzecznika Prasowego Urządu Miasta Opola, rozesłanego do redakcji… "
1805211819251741184," ‼ ️ Mieszkańcy Opolszczyzny już dziś borykają się z trudnościami w utrzymaniu rodzin z przeciętnych wynagrodzeń.
Co nas czeka po wprowadzeniu planowanych drastycznych podwyżek? Masowa emigracja? Nadszedł czas, aby mieszkańcy wzięli sprawy w swoje ręce.

Zachęcam do obejrzenia…  "
1804487846973075456,"Kiedy nie umiesz określać priorytetów.  🤷 
Polityka na poziomie. 

  "
1804088159887577088,"Garść szczegółów na temat tzw. “Ośrodka Monitorowania Zachowań Rasistowskich i Ksenofobicznych”.

#KonfederacjaKoronyPolskiej #GrzegorzBraun #Konfederacja
"
1803866758744527104,Część i chwała Bohaterom Powstań Śląskich! 
1803714174213648896,"Nie dla ograniczania wolności ludzi!
Nowe IHR (Międzynarodowe Przepisy Zdrowotne) bez trybu ratyfikacji!
Polska jak najszybciej musi wyrazić swój sprzeciw w sprawie chorych przepisów narzucanych przez WHO.

  "
1803538247752061440,"Panie premierze  - poprzez X nie dotrze Pan do nich!
Zdecydowanie lepiej napisać kredą na asfalcie. "
1803527685974663424,
1803527623227875584,"Sejmowa konferencja Konfederacji  podsumowująca sobotnią konferencję ""Zmiany klimatu. Polityka a nauka"".
 👇 Link do transmisji w komentarzach. "
1803524957089001728, w  
1803058760031637760,"Drobna korekta:  jako kandydat    podpisał w ostatnich tygodniach nie jeden tysiąc a co najmniej pięć tysięcy gaśnic.

"
1802998741252649216,Nasi działacze z Korona Młodych Olsztyn  wiedzą jak się sprawy mają  💪  👏  
1802724847824326912,"Premier nadal za antypolskimi dyrektywami.
Nic zaskakującego. 

  "
1802423546544529408," 🌍 Konferencja ""Zmiany klimatu: Polityka a nauka""

Czy również macie Państwo dość jednostronnej narracji o zmianach klimatu?

Jako przewodniczący Parlamentarnego Zespołu ds. Gwarancji Własności i Wolności Gospodarczej zapraszam do obejrzenia pełnego nagrania z naszej konferencji,…  "
1802366710365769984,"Konfederacja  wpiera Panią Doktor!

    "
1802272354715701504,"Sąd Apelacyjny w Warszawie o OMZRiK! Ciąg dalszy dot. wygranej sprawy z powództwa p. Agaty Schrötter. Więcej mówiliśmy podczas konferencji Konfederacji  :
 "
1801898254805700864,"Czekamy na Państwa!  🇵  🇱  👑 
Razem zawalczmy o Polskę.  

      "
1801735903968166144,Banda złoczyńców nasłana przez system państwowego terroru. 
1801727254470529280,"Transmisja w języku angielskim 
"
1801727059770630400,"transmisja w języku polskim
"
1801726865612411136,"To już w najbliższą sobotę, 15 czerwca, start o godzinie 11:00.
 👇 Link do transmisji w komentarzach. Będzie również transmisja w języku angielskim. "
1801628732425129984,Brawo mec. Jarosław Litwin! 
1801615559970148608,
1801615415090516224," z  już jako europoseł udziela wywiadu dla amerykańskiego kanału Redacted.  
 👇 Link poniżej w komentarzach 
 ‼ ️Polecam Państwa uwadze od 1:21:15 "
1801598542017859840,"Brak działań w takich sprawach skończy się ukraińskim rządem w Polsce ‼ ️

  "
1801198171567038720,"Pokażemy, co znaczy uśmiechnięty rząd.  🙂 
Dziękujemy za rosnące zaufanie!  to jedyna partia, która nie zdradzi Polaków w Europarlamencie.
Cieszymy się   będzie reprezentował  jako Europoseł!

  …  "
1800824524537225728,"Do końca głosowania został tydzień, będę wdzięczny za wsparcie głosami:

Jeszcze raz, dziękuję za nominację!  🤝  🙂 

  "
1800501942998729216,"  będzie głosem Polaków w Eurokołchozie! 👏 
Dzięki niemu, żaden chory, lewacki wymysł nie umknie uwadze obywateli.

Unia to twór wzorowany na planach włoskiego komunisty, nie zapominajmy o tym!

Brawa dla Grzegorza Brauna za osiągnięcie wspaniałego wyniku! 🤝  👑  🇵  🇱 …  "
1800181041627595008, i Konfederacja  nie pęka na robocie. I tak będzie w następnej pięciolatce. 
1800150580846875136," będąc na drugim miejscu listy , zdobyła aż 24 299 głosy w okręgu nr 12!  👑  🇵  🇱 
Znacząco przegoniła   , która reprezentując z pierwszego miejsca Trzecią Drogę zdobyła zaledwie 14 202 głosy, oraz 2 miejsce na liście…  "
1799959795669103104,Przemówienie Prezesa Konfederacji   na wieczorze wyborczym  
1799807214536065280,"Niestety w uśmiechniętej Polsce ćwierć miliona przyśpieszonych śmierci Polaków to za mało by podjąć takie działania jak choćby uczynił to Senat Australii.

"
1799082974262276608,     Na pewno lepiej niż   🙃 
1799054311890293248," ‼ ️UDOSTĘPNIJ ‼ ️ Jeśli ważny jest dla Ciebie los Polski w UE  🇵  🇱 
 👑    ✌ ️druga na liście   ✌ ️
Rzecznik prasowy  
Na co dzień Marta prowadzi własne gospodarstwo rolne, na protesty jeździła własnym ciągnikiem. Jej rodzina ma tradycje kresowe,…  "
1799002820781519360,Silny finałowy akcent -  z mieszkańcami Krakowa! 
1798976386604183552,"Wspaniała atmosfera na spotkaniu  w Opolu 👏 
Mimo braku reklamy wydarzenia, zebrało się dość spore grono sympatyków Drużyny  🧯    🧯 . 
Moi drodzy, 9 Czerwca głosujemy na  ✌ ️   nr 2 na liście   ✌ ️
Dziękujemy za wszystkie…  "
1798802881954341376,"   Listy Konfederacji, nie Bezpartyjnych."
1798800395948400896,"Dziś, tuż przed spotkaniem w Opolu, otrzymaliśmy bardzo przykrą informację.
Zmarł żołnierz, który został raniony nożem na granicy z Białorusią.
Jego krew na rękach nosi nie tylko sprawca.

  "
1798794049769623552,"Dzisiaj gościliśmy w Opolu   i   👑 
Myślę, że przekonali Opolan do tego, by w nadchodzących wyborach zagłosować na Martę Czech, ✌ ️ nr 2 na liście  w woj. opolskim i dolnośląskim  ✌ ️
Dziękujemy wszystkim obecnym za tak ciepłe przyjęcie  🧯  🧯 …  "
1798780333195677952,"Kolejny intensywny dzień dobiega końca. W Nysie i Opolu odbyły się spotkania z udziałem  i moim promujące naszą kandydatkę z listy   .
Teraz natomiast jesteśmy w Gliwicach aby zachęcać do głosowania 9 czerwca na posła na Sejm RP Romana…  "
1798728585383198976,"#Opole czas podjąć właściwą decyzję. 
09.06 idziemy na wybory i głosujemy na   👑  "
1798673489681105152,"Województwo Śląskie ma wspaniałego kandydata, godnego rekomendacji  -   👑  Serdecznie polecam głosować na Romana - właściwa osoba,  na właściwym miejscu, która z pewnością zadba o interes Polski w UE. 

 
 "
1798093374353747968, na liście  startuje w wyborach do PE w województwie małopolskim i świętokrzyskim. 
1798053382898467072,"Opole  👑   zapraszamy już w ten czwartek (06.06) o 16 : 10 na rynku!   🇵  🇱  ❤ ️ 🧯 

 
 "
1798035022123004416,"A w Polsce sądy lekarskie nadal prześladują rzetelnych lekarzy, którzy mieli odwagę dzielić się publicznie obawami w sprawie, o której dziś   pisze czarno na białym. "
1798001392877248512,Uczyńmy co jest słuszne i możliwe aby kandydat   do PE  również w Brukseli i Strasburgu zaprowadzał prawidłowy stan rzeczy. 
1797927492109619200,"Precz z komuną  ‼ ️
 i   czas wysłać na lekcję makroekonomii.  🙂   Warto, aby politycy znali chociaż podstawowe zależne. 🙂 

     #Lewica "
1797538891123024384,"Razem z kandydatami do Parlamentu Europejskiego odwiedzamy kolejne miasta Polski, spotykając się z mieszkańcami i rozmawiając o przyszłości naszego kraju w UE.  🤝 

Zbliżamy się do ostatnich dni kampanii – to wyjątkowy czas, aby spotkać się z Wami osobiście i dostrzec, jak…  "
1797226293978632448,"W Dzień Dziecka w Opolu, odbyła się parada równości...
pod patronatem prezydenta miasta, marszałka i wojewody.
Czy w ten dzień nie powinny królować wartości rodziny i atrakcje dla dzieci? 
#Łapypreczodnaszychdzieci


 
"
1796488800736305408," ‼ ️Co UKRADNĄ Polakowi, rozdadzą Ukraińcom. 

Kiedy Polacy przejrzą na oczy i zmienią władzę PO-PISu na prawdziwych patriotów, mających na celu dobro własnego narodu? 

     #konfederacja "
1796253214557487104,"Trafne słowa naszej kandydatki do Parlamentu Europejskiego z ramienia  i   👑 

 ✌ ️9 Czerwca głosujemy na   - pozycja nr 2  ✌ ️ "
1796059305994535168,"Koalicja Oszustów uzasadniała zdjęcie blokady dla wysokich cen prądu i gazu tym, że spowodowały one deficyt na poziomie 8 mld złotych, który zastali po objęciu władzy.
Jednocześnie nie mieli problemów by przedłużyć socjal dla Ukraińców do września 2025 roku (w tym dla mężczyzn w…  "
1796055005943804160,"Warto obserwować  ze względu na jego trafne oceny, jak na przykład ta na temat . "
1795763529150009856," ‼ ️Wyborcza z trwogą donosi: „Podhale. Tłumy na spotkaniu z Grzegorzem Braunem, o autograf na gaśnicy prosiły nawet dzieci. Górale radykalizują się?”

 👉  Brawo  🇵  🇱   , kandydat  z terenu województw małopolskiego i świętokrzyskiego. "
1795745020579840256," 👑  ✌ ️#Opolskie #Opole 
 ‼ ️ Już 9 czerwca dokonamy ważnego wyboru: Polskie prawo i wolność obywateli czy chore wytyczne narzucane przez EUROKOŁCHOZ ‼ ️

 🇵  🇱  Jeśli chcesz budować przyszłość w WOLNEJ POLSCE, zagłosuj na  👑  ✌ ️   - Nr 2 na liście. 

…  "
1795466823720161792,"Kandydatka w nadchodzących wyborach,  już jutro zagości w Opolu. 

  "
1795347056778981376,Presja ma sens! Precz z  ! Precz z ludobójcą  ! 
1795329627415793920,"Poseł Roman Fritz  do europarlamentu 👍  DRUGI na liście #2  z rekomendacji  w okręgu #11 
#Katowice #Gliwice #Rybnik #BielskoBiala #Częstochowa #Sosnowiec 👇  "
1795323783219146752,"9 czerwca głosujemy na liście 
 👉  (małopolskie, świętokrzyskie) 
 👉  (dolnośląskie, opolskie)
 👉  (śląskie)
 👉  (podkarpackie)
 👉  (Mazowsze)
 👉  (kujawsko-pomorskie)
 👉 …  "
1795025786560274688,"Skutki zaostrzenia wymagań dla węgla opałowego uderzą w najuboższych ‼ ️
Pierwsze utrudnienia zauważymy już tej jesieni.


   "
1794840634727031296,  
1794840560974656000,  
1794840472034148608,  
1794840410269065472,  
1794840301741183488, 
1794837737566265600,"To już w najbliższą środę (29 maja) w Nysie o godzinie 17:00 pokaz filmu dokumentalnego ""Miało nie żyć"". "
1794822949763154432,Dziś na nowatarskim rynku w oczekiwaniu na przybycie  . 
1794752126091923456,"Tak wygląda unijna polityka! 
Chcą z nas zrobić zadłużonych niewolników. 

    "
1794689599811236096,"Niedzielne dopołudnie  kandydat  do Parlamentu Europejskiego z okręgu obejmującego województwo małopolskie i świętokrzyskie spędził w stolicy Podhala, w Nowym Targu.
Tym razem dla najmłodszych wystawiliśmy dmuchańca aby wypełnić ich czas gdy rodzice…  "
1794413524825027072,Spotkanie jeszcze się nie zaczęło a już brakuje miejsca. 
1794408604541550592,"Tym razem sala Ochotniczej Straży Pożarnej w pobliżu Limanowej.  
Tradycyjnie wysokie  nasycenie gaśnic czekających na certyfikat  , kandydata  do Eurokołchozowego Parlamentu. "
1794081751339307520,"Zacznijcie słuchać rolników!
Dość obostrzeń i biurokracji.

     #rolnicy "
1793741007361818880,Też polecam i zapraszam! 
1793721197806469376,"Komu nie zależy na bezpieczeństwie naszych granic? 
Jasno widać. 

     "
1793265883827089920,"Jak zwykle... rząd jest pierwszy do wydawania pieniędzy, ale ostatni do myślenia i logicznego planowania działań.  👏 
 ❌ Polska jest jednym z najbardziej rozbrojonych krajów w Europie!
 ✅ Ułatwienie dostępu do broni oraz umiejętność jej obsługiwania powinny być priorytetem w tych…  "
1793236521102737664,"Ostatnie dni przyniosły kolejne dramaty rodzin, których dzieci zmarły tuż po szczepieniu. 
 ‼ ️ Stop przymusowym szczepieniom 
 ‼ ️ Stop szczepieniom bez przebadania dziecka
 ‼ ️ Stop zaniechiwaniu śledztw w sprawie nagłych śmierci 
Zapraszamy na #MarszWolnościIZdrowia organizowany…  "
1793039529370169856,"Po wizycie w Końskich:

Do Pana Prezesa   

Witam Panie Michale. Dziś w Końskich, w tym samym miejscu, co spotkanie z P. posłem G. Braunem, odbyło się spotkanie z Szejną, pochodzącym przecież z naszego miasta. Wyobraźcie sobie, że nie było ani 1 osoby chętnej do… "
1793008524496101376," ‼ ️Od wielu dni na terenie Sejmu RP trwa protest rolników, którzy domagają się spotkania z premierem  by przedstawić mu swoje postulaty. Mimo, że premier w tym czasie był w Sejmie nie raz niestety nie znalazł chwili na rozmowę z rolnikami.

…  "
1792996970115518464,"W poniedziałek, 20 maja na sali widowiskowej Staszowskiego Ośrodka Kultury odbyło się spotkanie z posłem    
Po zakończeniu spotkania utworzyła się spora kolejka oczekujących na autografy posła na przyniesionych gaśnicach. "
