id,text_clean,text_clean_en
1748332573531516928,Minister Soboń pomylił Komisję Śledczą z grą w „pomidor”.,"Minister Soboń confused the Investigative Committee with a game of ""tomato""."
1748327828234326272,"Wiceminister Aktywów Państwowych Artur Soboń, które to ministerstwo zleciło Poczcie Polskiej przygotowanie wyborów kopertowych, przyjął taktykę „to nie moja ręka (nie mój mail) i co mi zrobicie”. ","Deputy Minister of State Assets Artur Soboń, who commissioned Poczta Polska to prepare envelope elections, adopted the tactic ""it's not in my hand (not my e-mail) and what will you do to me?"" "
1748045987078148352,"Tacy zieloni a firmują dzikie wysypisko pośród drzew pod Sejmem.

Posprzątajcie to śmieciarze! ","These green people are promoting a wild landfill among the trees near the Sejm.

Clean it up, garbage collectors! "
1747591670034469120,"   Tak. Bo uważamy, że każdy klub ma prawo mieć swojego reprezentanta w prezydium. To po prostu dobra praktyka.",   Yes. Because we believe that every club has the right to have its representative in the presidium. It's just good practice.
1747591356220887296,"Mariusz Błaszczak, dyscyplinując swoich posłów do głosowania za wnioskiem , spłaca swój dług za częste wspólne głosowania Lewicy z PiS w poprzedniej kadencji.

Kaczyński jest gotów odświeżyć sojusz z Czarzastym by walczyć z ","Mariusz Błaszczak, by disciplining his MPs to vote for the motion, is repaying his debt for frequent joint votes of the Left and PiS in the previous term.

Kaczyński is ready to renew his alliance with Czarzasty to fight against "
1747587592982344192,"Dyscyplina w PiS za odwołaniem  z prezydium Sejmu? 

Mariusz Błaszczak boi się, że jako potencjalny następca Kaczyńskiego na funkcji szefa PiS, przegra w przyszłości rywalizację o prawicowych wyborców z zyskującym popularność wicemarszałkiem z ","Discipline in PiS leading to dismissal from the Sejm presidium? 

Mariusz Błaszczak is afraid that, as Kaczyński's potential successor as PiS leader, he will lose the future competition for right-wing voters with the increasingly popular deputy marshal from "
1747195305571885312,"PiS zagłosowało razem z PO przeciw wnioskowi o odroczenie obrad Sejmu i podjęcie rozmów o resecie konstytucyjnym. Cała ta zadyma jest dla nich korzystna bo liczą na utrwalenie ekstremalnej polaryzacji kosztem praworządności i konstytucji. 

Zamiast rozmów i rozsądku mamy cyrk z… ","PiS voted together with PO against the motion to adjourn the Sejm session and start talks on the constitutional reset. This whole turmoil is beneficial to them because they hope to perpetuate extreme polarization at the expense of the rule of law and the constitution. 

Instead of conversations and common sense, we have a circus with… "
1746901678765293824,"#PolsatNewsPolityka 

Nasza obecność w polityce nie jest dla stołków! Posiadanie Wicemarszałka Sejmu, to jest prawo, a nie przywilej, że mamy o niego zabiegać u innych przedstawicieli partii politycznych, naszych konkurentów. To jest dobry obyczaj, żeby każdy Klub miał swojego…  ","#PolsatNewsPolityka 

Our presence in politics is not for stools! Being a Deputy Speaker of the Sejm is a right, not a privilege, and we have to seek it from other representatives of political parties, our competitors. It is a good custom for each Club to have its own…  "
1746598882073534720,Całość:,Whole:
1746598879263363072,"#Debata w   👇  🏻 

Mamy do czynienia z kryzysem konstytucyjnym i jeśli my się nie cofniemy w tym momencie, to zapanuje anarchia prawna. Usiądźmy, porozmawiajmy o #ResetKonstytucyjny. ","#Debate in 👇 🏻 

We are dealing with a constitutional crisis and if we do not step back at this point, legal anarchy will prevail. Let's sit down and talk about #ConstitutionalReset. "
1746227004528099328," ➡ ️ Jesteś kobietą i pracujesz jako konduktor w PKP? Dostaniesz darmowy posiłek! 

 ➡ ️ Jesteś mężczyzną i pracujesz jako konduktor w PKP? Nie dostaniesz darmowego posiłku! 

Tak będzie w PKP Intercity! "," ➡️ Are you a woman and work as a conductor at PKP? You'll get a free meal! 

 ➡️ Are you a man and work as a conductor at PKP? You don't get a free meal! 

This will be the case at PKP Intercity! "
1745746526968644096,"Dajesz pomoc i schronienie ludziom uciekającym przed zagrożeniem. Po latach goście zaczynają uzurpować sobie prawo do współdecydowania w umeblowaniu mieszkania. To zuchwałe nadużywanie dobroci i otwartości!

Gość jest gościem. Nie dla praw wyborczych dla Ukraińców!","You provide help and shelter to people fleeing from danger. After years, guests begin to usurp the right to participate in decisions regarding the furnishing of the apartment. This is a bold abuse of kindness and openness!

A guest is a guest. No to voting rights for Ukrainians!"
1745365627550810112,Pomalowaliby te barierki na tęczowo chociaż by pokazać uśmiechniętą Polskę.,"They would paint these barriers rainbow, at least to show a smiling Poland."
1745109279391035392,"Mam nadzieję, że minister  zajmie się tym skrajnie seksistowskim i dyskryminującym procederem badania różnic wydolnościowych między płciami. 

W wyniku tych badań konduktorki mają prawo do darmowych posiłków a konduktorzy nie. ","I hope that the minister will address this extremely sexist and discriminatory practice of examining performance differences between the sexes. 

As a result of these studies, female conductors are entitled to free meals, while conductors are not. "
1745052066962190336,"Dziś kolejny dzień posiedzenia Komisji Śledczej ds. wyborów kopertowych. Procedujemy w cieniu bieżących wydarzeń. 

Deklaruję, że nie uchylę się by w przyszłym Sejmie zasiadać w Komisji Śledczej ds. przekroczenia uprawnień przez ministrów Sienkiewicza i Kierwińskiego.","Today is another day of the meeting of the Investigative Committee on envelope elections. We proceed in the shadow of current events. 

I declare that I will not hesitate to sit in the Investigative Committee into the abuse of powers by ministers Sienkiewicz and Kierwiński in the next Sejm."
1744984191597441280,Ministrowie Kierwiński i Sienkiewicz też w przyszłości będą potrzebowali ułaskawienia prezydenta.,Ministers Kierwiński and Sienkiewicz will also need a presidential pardon in the future.
1744778887479910912,Jakoś muszę wymieniać opinie i spostrzeżenia z moimi asystentami stanowiącymi zespół doradczy. Zapisuję także notatki oraz modyfikuję pytania wraz z przebiegiem przesłuchania tak by uwzględniały to co już zostało powiedziane. Telefon jest niezbędny.,Somehow I have to exchange opinions and observations with my assistants who constitute the advisory team. I also write down notes and modify questions as the interview progresses to take into account what has already been said. A telephone is essential.
1744760166564663808,"Były wicepremier Jarosław Gowin przyznał właśnie na #KomisjaŚledcza, że PiS naciskał na wszystkich posłów Porozumienia, oprócz Wojciecha Maksymowicza. Kilka tygodni temu p. Strzeżek mówił na antenie Polsatu, że jeden z posłów zwymiotował z nerwów po spotkaniu na Nowogrodzkiej.","Former Deputy Prime Minister Jarosław Gowin has just admitted at the #InvestigativeCommission that PiS pressured all Agreement MPs, except Wojciech Maksymowicz. A few weeks ago, Mr. Strzeżek said on Polsat that one of the MPs vomited from nerves after a meeting at Nowogrodzka Street."
1744740964118479360,"Dzisiaj o 8:00 rano w szpitalu w Chrzanowie zmarł po ciężkiej chorobie ks. Tadeusz Isakowicz-Zaleski. 

Reqiestat in pace.  ✝ ️ ","Today at 8:00 a.m. in the hospital in Chrzanów, Fr. died after a serious illness. Tadeusz Isakowicz-Zaleski. 

Reqiestat in pace.  ✝️ "
1744666377724518400,"Właśnie Profesor Robert Flisiak powiedział, że papier stanowił materiał zakaźny COVID. Skoro tak, to pozwolenie Rafałowi Trzaskowskiemu na zbiórkę podpisów pod swoją kandydaturą było „sianiem śmierci”! 

Dlaczego Platforma narażała obywateli na niebezpieczeństwo w imię swoich… ","It was Professor Robert Flisiak who said that the paper was COVID infectious material. If so, allowing Rafał Trzaskowski to collect signatures for his candidacy was ""spreading death""! 

Why did the Platform put citizens in danger in the name of its... "
1744613974245588992,Parlamentarny zespół ds. opieki okołoporodowej  👇  🏻,Parliamentary team for perinatal care 👇 🏻
1743579426938388480,"Rozmowa   👇  🏻 
Łupy wojenne, które PiS sobie po 2015 roku przywłaszczył w mediach publicznych, robiąc z tego telewizję rządową, swoją ulotkę propagandową są teraz odbierane im wilczym prawem zwycięzcy wyborów. Tylko że problem polega na tym, że to wszystko jest…  ","Conversation 👇 🏻 
The spoils of war that PiS appropriated after 2015 in the public media, turning it into government television and its propaganda leaflet, are now being taken away from them by the wolf's right of the election winner. But the problem is that it's all…  "
1742640876394782720,"Rozmowa w   👇  🏻 

Nie można leczyć złamania młotkiem, a to właśnie robi obecna koalicja, czyli łamiąc wszelkiego rodzaju reguły, ustawy, prawo - próbuje naprawiać obchodzenie prawa, z którym mieliśmy do czynienia przez ostanie 8 lat. Nie może być tak, że…  ","Conversation in 👇 🏻 

You cannot heal a fracture with a hammer, and that is what the current coalition is doing, i.e. by breaking all kinds of rules, acts, laws - it is trying to repair the circumvention of the law that we have been dealing with for the last 8 years. It can't be that…  "
1742207665948729600,"Od wczoraj opłata paliwowa o 13,2% wyższa! Rząd  dopiero się rozkręca… zobaczycie. ","From yesterday, the fuel surcharge is 13.2% higher! The government is just getting started... you'll see. "
1741817853471236096,"W #RepublikaTV ws. mediów publicznych: 

Sytuacja się powtarza i powtarza się jako farsa. Uchwały w hierarchii źródeł prawa stoją niżej niż ustawy i Konstytucja! To jest oczywiste, że się nie można na nie powoływać! Każdy rozsądnie myślący człowiek, który nie jest fanatykiem…  ","In #RepublikaTV regarding public media: 

The situation repeats itself and repeats itself as a farce. In the hierarchy of sources of law, resolutions are lower than statutes and the Constitution! It is obvious that they cannot be relied upon! Any reasonable person who is not a fanatic…  "
1741433028180574208,,#VALUE!
1741432999520899072,"Rozmowa   👇  🏻 

Konfederacja nie była zapraszana do TVP, miała 0 minut czasu antenowego, więc po wyłączeniu nadawania my generalnie nie czuliśmy się bardziej poszkodowani niż dotychczas.  😉  ","Conversation 👇 🏻 

Konfederacja was not invited to TVP, it had 0 minutes of airtime, so after the broadcast was turned off, we generally did not feel any more aggrieved than before.  😉  "
1741082672493974016,Jak ma znów takich doradców jak pan to się zupełnie nie dziwię.,"If he has advisors like you again, I'm not surprised at all."
1741063907723145216,"To jest oczywiście wpis   Tragiczne jest jednak to, że łatwo się nabrać bo oni naprawdę tak uważają. Jedni przez ostatnie osiem lat a drudzy obecnie. ","This is, of course, an entry. The tragic thing, however, is that it's easy to be fooled because they really think so. Some for the last eight years and others currently. "
1740852520480866304,Moje petardy moja sprawa.,My firecrackers are my business.
1740838820046590208,"Dzisiejsze zwycięstwo żony posła PiS przełamuje złą passę partii Kaczyńskiego  😉  

#cloutmma3","Today's victory of the PiS MP's wife breaks the bad streak of Kaczyński's party 😉  

#cloutmma3"
1740482098312425728,Starcie TYTANÓW  🤡,Clash of the TITANS 🤡
1740107095826223616,Konfederacja trzyma rękę na pulsie. Zapewnimy wsparcie i pomoc prawną. Nie możemy pozwolić by prawo do obrony własnej rodziny było w Polsce kwestionowane.,The Confederation has its finger on the pulse. We will provide support and legal assistance. We cannot allow the right to defend one's family to be questioned in Poland.
1740097783544377344,Nowe ministerstwo?,A new ministry?
1740079528603729920,Spoiler: Sienkiewicz nie zlikwiduje TVP.,Spoiler: Sienkiewicz will not liquidate TVP.
1739616090039165184,Kierowca miał jak najbardziej prawo czuć się zagrożony. Zapewnienie bezpieczeństwa żonie i przerażonemu dziecku wymagało pilnego odjechania od agresywnych Ukraińców. Niedopuszczalne jest to by z ofiary napaści robić winnego. Będę sprawę monitorował.,The driver had every right to feel threatened. Ensuring the safety of his wife and terrified child required an urgent departure from the aggressive Ukrainians. It is unacceptable to make the victim of an assault the guilty one. I will monitor the matter.
1739334830607741440,Nie mam zamiaru wybierać strony tego sporu grającego na emocjach Polaków. Wszystkich won!,I have no intention of choosing a side in this dispute that plays on the emotions of Poles. Get everyone out!
1739194090107888128,Widzowie TVP nie mają pojęcia o kogo pani pyta.,TVP viewers have no idea who you are asking about.
1739028177219916288,Błogosławionych Świąt Bożego Narodzenia!,Have a blessed Christmas!
1738182671484780544," Nie jest pisowska narracja, że PiS wyciągnął rękę do upadającej Platformy i pozwolił na podmianę kandydata, który by ich utopił politycznie. Tusk by nie miał do czego wracać.", The PiS narrative that PiS extended its hand to the failing Platform and allowed the replacement of a candidate who would drown them politically is not true. Tusk would have nothing to return to.
1738172321901281792,"Dlaczego warto powołać na świadków marszałek Kidawę Błońską i prezydenta Trzaskowskiego w sprawie wyborów kopertowych? 

Ponieważ to kto chciał by wybory się odbyły a kto nie, to ważna okoliczność do stwierdzenia celowości forsowania wyborów w formie jedynie korespondencyjnej.… ","Why is it worth calling Marshal Kidawa Błońska and President Trzaskowski as witnesses in the case of envelope elections? 

Because who would like the elections to take place and who would not, is an important circumstance to determine the advisability of forcing elections in the form of correspondence only.… "
1738125121083068672,"Przewodniczący Dariusz Joński nie panuje nad posiedzeniem komisji i prowadzi obrady w sposób skandaliczny. 

Po każdym upadku w głosowaniu wniosku formalnego o dyskusję czy czasu na zapoznanie się z dokumentami przedkładanymi na kilka minut przed początkiem komisji przewodniczący… ","Chairman Dariusz Joński has no control over the committee meeting and conducts the proceedings in a scandalous manner. 

After each failure in the vote of a formal request for discussion or time to read the documents submitted a few minutes before the start of the committee, the chairman... "
1737939610557165824,"Unia Europejska przyjęła skandaliczny pakt migracyjny ‼ ️

Pakt obejmuje 5 rozporządzeń, w tym najistotniejsze rozporządzenie - w sprawie zarządzania azylem i migracją, które zakłada ustanowienie nowego mechanizmu solidarności między państwami członkowskimi. Solidarność ma polegać…  ","The European Union has adopted a scandalous migration pact ‼ ️

The pact includes 5 regulations, including the most important regulation - on asylum and migration management, which assumes the establishment of a new solidarity mechanism between member states. Solidarity is supposed to be…  "
1737764017601441792," Takie samo łamanie prawa i zawłaszczanie państwa jak za PiS tylko bardziej bezczelnie i z użyciem siły. 

Serio będę to porównywał. Jedyną zaletą Kaczyńskiego jest to, że nie jest Tuskiem. To za mało by go popierać.

Inflacja. Chaos w podatkach po polskim ładzie. Służalczość… "," The same breaking of the law and capture of the state as under PiS, only more brazenly and with the use of force. 

I will seriously compare it. Kaczyński's only advantage is that he is not Tusk. It's not enough to support him.

Inflation. Chaos in taxes after the Polish order. Servility… "
1737761175851393536,Szykuje się nam spór w Sejmie o posłów dublerów.,We are about to face a dispute in the Sejm over double deputies.
1737759878020538624,Rządy Tuska to kopiuj wklej rządów Kaczyńskiego. Tylko Caps Lockiem.,Tusk's rule is a copy-paste of Kaczyński's rule. Only Caps Lock.
1737749989445521920,Wczoraj w końcu nastąpiła równość i w Wiadomościach i Teleexpresie było tyle samo czasu dla polityków PiS jak i Konfederacji.  😅  #KoalicjaHipokryzji,"Yesterday, equality finally happened and in Wiadomości and Teleexpress there was the same amount of time for PiS and Confederation politicians.  😅 #Hypocrisy Coalition"
1737465375200043264,"  Już wczoraj o tym mówiłem z mównicy.

Tak jak się spodziewałem. Nowa władza była pierwsza do krytykowania starej ale sama nie kwapi się by pomóc protestującym transportowcom i rolnikom. ","  I already spoke about this from the podium yesterday.

Just as I expected. The new government was the first to criticize the old one, but it is not eager to help the protesting transporters and farmers. "
1737461911770312960,Czy można przejmować władzę jeszcze bardziej na rympał z omijaniem obowiązującego prawa i łamaniem konstytucji niż PiS w 2015 roku? Jak widać Tusk postanowił zawstydzić w tej dziedzinie Kaczyńskiego. To co robi obecna #Koalicja13grudnia to leczenie złamania młotkiem.,"Is it possible to take power even more recklessly, bypassing applicable law and violating the constitution than PiS did in 2015? As you can see, Tusk decided to embarrass Kaczyński in this area. What the current #December13Coalition is doing is treating fractures with a hammer."
1737458217263792128,Politycy udający dziennikarzy są przepędzani przez innych polityków udających dziennikarzy. Z walką o #WolneMedia nie ma to nic wspólnego.,Politicians posing as journalists are chased away by other politicians posing as journalists. It has nothing to do with the fight for #FreeMedia.
1737394831465295872,"Wyrzucając posła Brauna ze składów wszystkich komisji sejmowych PiS zapisał się do koalicji Tuska. 

#Koalicja13grudnia
#KoalicjaHipokryzji","By expelling MP Braun from all parliamentary committees, PiS joined Tusk's coalition. 

#Koalicja13December
#HypocrisyCoalition"
1737393803529437440,"PiS okupuje TVP i walczy o „pluralizm”. Jednocześnie ręka w rękę z Platformą wyrzucili posła Brauna z komisji sejmowych Obrony Narodowej i Unii Europejskiej.

POPiSowa #KoalicjaHipokryzji","PiS occupies TVP and fights for ""pluralism"". At the same time, hand in hand with the Platform, they expelled MP Braun from the parliamentary committees of National Defense and the European Union.

POPiS #KoalicjaHipokryzji"
1737364836768416256,Jak to „już”? XD,"What do you mean ""already""? XD"
1737251119644958976,Akurat Konfederacji to w TVP nie było przed 15 października. Więc jesteśmy przyzwyczajeni do braku „brylowania” w TVP.,"Konfederacja was not on TVP before October 15. So we are used to the lack of ""bringing"" on TVP."
1737237186385531392,W TVP przecież nic się nie zmienia. Nadal będzie to rządowa telewizja.,Nothing changes on TVP. It will still be government television.
1737047645435146496,"Pierwsze posiedzenie Komisji Śledczej do spraw wyborów korespondencyjnych. 30 minut kłótni o to czy możemy procedować wnioski dowodowe i czy potrzeba do tego nowego posiedzenia. Strata czasu i zaciemnianie istoty sprawy. 

Należy zbadać kto i na jakiej podstawie postanowił łamać… ","The first meeting of the Investigative Committee on postal elections. 30 minutes of argument about whether we can process evidence applications and whether a new meeting is needed. A waste of time and obfuscation of the essence of the matter. 

It is necessary to investigate who and on what basis decided to break… "
1736649474670219520,To obecnie są nielegalne? Czy może chodzi o rejestr…  🤔,Are these currently illegal? Or maybe it's about the registry... 🤔
1736453381395206656,Obietnice vs rzeczywistość  🤡,Promises vs reality 🤡
1735774298009158144,"Rząd Tuska jest najliczniejszym rządem w historii III RP ‼ ️

Nowy rząd Tuska to aż 21 ministerstw i 26 ministrów!  💥  ","Tusk's government is the largest government in the history of the Third Polish Republic ‼ ️

Tusk's new government includes as many as 21 ministries and 26 ministers!  💥  "
1735377518843060480,Nawet nie zamierzałem.,I didn't even mean to.
1735360531152740352,"Znamy te rządy! 

Polacy poznali zapach gazu, pałkę, kopniaki policyjne i swąd palonej budki. Powiedział Pan, że ma sposoby na rozwiązanie problemów na granicy, mam nadzieję, że to nie jest właśnie policja, pałki i gaz! ","We know these governments! 

The Poles recognized the smell of gas, a baton, police kicks and the smell of a burning booth. You said that you have ways to solve the problems at the border, I hope it's not just the police, batons and gas! "
1735017924031611136,"42 lata temu wprowadzony został w Polsce stan wojenny. Pamiętajmy o ofiarach stanu wojennego, a także o komunistycznych decydentach i oprawcach, którzy stanęli przeciwko Narodowi ‼ ️ ","Martial law was introduced in Poland 42 years ago. Let us remember the victims of martial law, as well as the communist decision-makers and torturers who stood against the Nation!! "
1734513866023801344,Bardzo ciekawie ogląda się twarze posłów centrolewu. Cześć słucha ze wzruszeniem i w ekstazie a część udaje powagę bo jest doskonale świadoma jakie napuszone banały wygłasza Tusk.,"The faces of the Center Left MPs are very interesting to look at. Some people listen with emotion and ecstasy, while others pretend to be serious because they are perfectly aware of the pompous platitudes Tusk is saying."
1734509077244329984,"Donald Tusk właśnie rozpoczął tworzenie religii 15 października. Z własnymi prorokami, męczennikami, doktrynami, przykazaniami, świętymi tekstami i świątyniami z dobrą nowiną w kinach.

To się dzieje niestety nieironicznie.","Donald Tusk just started creating a religion on October 15. With its own prophets, martyrs, doctrines, commandments, holy texts and temples with good news in cinemas.

Unfortunately, this happens unironically."
1734505545279640064,Donald Tusk skłamał już w pierwszych minutach wystąpienia. Miał się skupić na rzeczach ważnych a opowiada baśnie o „koalicji 15 października”.,"Donald Tusk lied in the first minutes of his speech. He was supposed to focus on important things, but he tells fairy tales about the ""October 15 coalition""."
1734281662807114240,"Na Ukrainie liczą, że Donald Tusk będzie prowadził bardziej spolegliwą politykę wobec Ukrainy? To da się bardziej?  😬  ",Do Ukrainians hope that Donald Tusk will pursue a more reliable policy towards Ukraine? Is it possible to do more?  😬  
1734246713135714816,"Jeśli chodzi o dzisiejsze ważne głosowania to polecam! Jeszcze ostatnie minuty rywalizacji  😉  🐈 

EDYCJA: Magellan pokonał Niemca i wszedł do finału. Gratulacje!  😄  ","When it comes to today's important votes, I recommend it! Still the last minutes of the competition 😉 🐈 

EDIT: Magellan defeated the German and entered the final. Congratulations!  😄  "
1734229771142287872,Im dłużej Mateusz Morawiecki przemawia tym dłużej jeszcze jest premierem.,"The longer Mateusz Morawiecki speaks, the longer he remains prime minister."
1734229234594337024,"Minister zdrowia źle oszacował liczbę szczepionek przeciwko COVID-19. W konsekwencji Polska zaciągnęła niepotrzebnie zobowiązanie na kwotę aż 8 400 000 000 zł. Wartość wszystkich zakontraktowanych szczepionek wyniosła prawie 14 000 000 000 zł.

To według premiera „TROCHĘ”! XD","The Minister of Health incorrectly estimated the number of vaccines against COVID-19. As a result, Poland incurred an unnecessary obligation in the amount of PLN 8,400,000,000. The value of all contracted vaccines amounted to almost PLN 14,000,000,000.

According to the Prime Minister, that's ""A LITTLE""! XD"
1734226474649976832,"Mateusz Morawiecki przyznał, że żałuje zamknięcia parków… Bo faktycznie to było kluczowe w katastrofalnej polityce COVID  🤦  🏻 ‍ ♂ ️ 

Natomiast zamówienie kilkudziesięciu milionów bezużytecznych szczepionek za miliardy złotych to tylko „trochę za dużo”  🤦  🏻 ‍ ♂ ️

#ZdrajcaPolskichSpraw","Mateusz Morawiecki admitted that he regrets closing the parks... Because it was actually crucial in the disastrous COVID policy 🤦 🏻 ♂ ️ 

However, ordering several dozen million useless vaccines for billions of zlotys is just ""a bit too much"" 🤦 🏻 ♂ ️

#TraitorofPolishAffairs"
1734213965104697856,"Termin rozganiania protestu transportowców i rolników nie jest przypadkowy! Posłowie, którzy będą głosować nie mogą przyjechać z interwencją!

Zgłosiłem  jako mojego asystenta społecznego by z taką legitymacją nadzorował skandaliczne działania samorządu i policji! ","The date of dispelling the protest of transport workers and farmers is not accidental! MPs who will vote cannot come to intervene!

I nominated him as my social assistant to supervise the scandalous activities of the local government and the police with such an ID! "
1734150408254177536,"Exposé Premiera Mateusza Morawieckiego można skrócić do frazeologizmu, że Polska po 8 latach rządów PiS, to kraina mlekiem i miodem płynąca!  🤡 ","Prime Minister Mateusz Morawiecki's exposé can be shortened to the phrase that after 8 years of PiS rule, Poland is a land flowing with milk and honey!  🤡 "
1733924641138147328,"""Strefa Czystego Transportu"" - tu nie chodzi o ekologię, tylko kolejne ograniczanie naszej mobilności i podstawowych praw obywatelskich! ","""Clean Transport Zone"" - this is not about ecology, but further restrictions on our mobility and basic civil rights! "
1733792129543974912,"Człowiek, który wszedł na salę plenarną po prostu „zabłądził”. Tak samo jak wrzutka wiatrakowa zabłądziła do ustawy o mrożeniu cen energii xD ","The man who entered the plenary hall simply ""got lost"". Just like the windmill insert got into the act on freezing energy prices xD "
1733583866797932544,Ekologia przez duże „E”! Pytań brak  😂,"Ecology with a capital ""E""! No questions 😂"
1733526960653967872,"Szykuje się rebranding pikników 800+

Jak oni wstydu nie mają XD ","The rebranding of 800+ picnics is coming

How they have no shame XD "
1733183077201895680,"„Trzeba wiele zmienić, żeby wszystko zostało po staremu”. 

Nowa władza, stare standardy! Marszałek Hołownia zapewniał, że zlikwiduje zamrażarkę sejmową! Pierwsze tygodnie już go zweryfikowały! ","“A lot needs to change to keep everything the same.” 

New power, old standards! Marshal Hołownia assured that he would eliminate the parliamentary freezer! The first weeks have already verified it! "
1732707205181251840,Poseł Koalicji Obywatelskiej Marcin Józefaciuk właśnie z mównicy sejmowej użył słów „dzięki bogom”.  🤦  🏻 ‍ ♂ ️,"Marcin Józefaciuk, an MP from the Civic Coalition, used the words ""thank God"" from the parliamentary rostrum.  🤦 🏻 ♂ ️"
1732448372294893568,To protestujący zdecydują kiedy zakończą protest. Skończy się on wtedy gdy przywrócone zostaną sprawiedliwe zasady i uczciwa konkurencja.,It is the protesters who will decide when they will end the protest. It will end when fair rules and fair competition are restored.
1732340008449712640,"  Otwarcie się na rynek, który sam ma na swoim terenie mechanizmy dyskryminujące przedsiębiorców spoza rynku przy jednoczesnym posiadaniu na swoim rynku biurokratycznych ograniczeń oraz wysokich podatków nie ma nic wspólnego z wolnym rynkiem.",  Opening up to a market that itself has mechanisms that discriminate against entrepreneurs from outside the market while having bureaucratic restrictions and high taxes on its own market has nothing to do with a free market.
1731570155082207488,"Jakby zagrożenie masowymi wywłaszczeniami pod wiatraki było kłamstwem to nie musielibyście nic poprawiać. „Krasnoludki” próbowały dorzucić do pilnej ustawy o cenach energii interesy lobbystów licząc, że w pośpiechu nikt się nie zorientuje. Teraz się wycofujecie. ","If the threat of mass expropriation for windmills was a lie, you wouldn't have to correct anything. The ""dwarves"" tried to add the interests of lobbyists to the urgent bill on energy prices, hoping that no one would notice in a hurry. Now you're retreating. "
1731377993426059520,"Zapraszam do odsłuchania dzisiejszej debaty w   👇  🏻 

 🔴  ","I invite you to listen to today's debate in 👇 🏻 

 🔴  "
1731377991261839616,"Ja się bardzo cieszę, że nowa większość, która zaraz powoła rząd mówi z oburzeniem o bierności rządu PiS ws. polskich przewoźników i sytuacji na granicy. Bardzo słuszne są te zarzuty - jednak obawiam się sytuacji, że jak już obejmiecie władzę, to zapomnicie o przewoźnikach tak…  ","I am very glad that the new majority, which will soon form a government, is speaking with indignation about the passivity of the PiS government regarding Polish carriers and the situation at the border. These accusations are very true - but I am afraid that once you take power, you will forget about carriers so...  "
1731375348271419648,"Zapraszam do odsłuchania dzisiejszej debaty w   👇  🏻 

 🔴   ","I invite you to listen to today's debate in 👇 🏻 

 🔴   "
1731241225301185024,"Nikt się nie chce przyznać do ustawy wiatrakowej. Jak myślicie, kto jest autorem? ",Nobody wants to admit to the wind farm act. Who do you think is the author? 
1731240939459321856,"Złożyliśmy projekt ustawy na bazie Waszej obietnicy! Mówiliście, że w przeciągu pierwszych 100 dni wprowadzicie kwotę wolną 60 tys. i my mówimy sprawdzam!   ","We have submitted a bill based on your promise! You said that you would introduce a tax-free amount of PLN 60,000 within the first 100 days. and we say check!   "
1731240324700213504,"Sprzedaliście suwerenność za KPO, a nawet tych pieniędzy nie dostaliście! Mówiliśmy, że to jest pułapka!  ",You sold your sovereignty for KPO and you didn't even get the money! We said it was a trap!  
1730951773215429120,"Będę dzisiaj gościem w TVP INFO w programie „Minęła 20”. Serdecznie zapraszam do oglądania! 

 ⏰ ￼ 20:08 
 📺  TVP INFO 

#KonfederacjaWMediach ","Today I will be a guest on TVP INFO in the program ""Pass 20"". I cordially invite you to watch! 

 ⏰ ￼ 20:08 
 📺 TVP INFO 

#ConfederationInMedia "
1730715253355258112,"  Więcej bym zarobił poza polityką. Pirdolomento, że jestem w tym miejscu dla pieniędzy jest żenujące XD",  I would earn more outside politics. Pirdolomento that I'm in this place for the money is embarrassing XD
1730713032563610112,Da się. Tyle zapłaciłem i sejmowi urzędnicy kazali mi tak wpisać.,It's possible. I paid this much and the Sejm officials told me to enter it this way.
1730695747144646912,Pajacu! Mam miejsce na cmentarzu gdzie leży mój brat. Hiena cmentarna.,Clown! I have a place in the cemetery where my brother lies. Graveyard hyena.
1730574279916331264,"TVP 1 „Tu Mówi Polska” 
Miałem okazję powiedzieć prawdę w telewizji publicznej/rządowej o fatalnej polityce Premiera Mateusza Morawieckiego  😉  👇  🏻 
 
Ile miliardów złotych wydaliście na likwidację kopalń? 

 🛑  Prawda jest taka, że przez ostatnie lata nie słuchaliście Konfederacji w…  ","TVP 1 ""This is Poland Speaks"" 
I had the opportunity to tell the truth on public/government television about the disastrous policy of Prime Minister Mateusz Morawiecki 😉 👇 🏻 
 
How many billions of zlotys did you spend on liquidating mines? 

 🛑 The truth is that you haven't listened to the Confederation in recent years...  "
1730532978197975296,Konfederacja od początku wspiera protesty branży transportowej! Wczoraj byliśmy na przejściu granicznym w Dorohusku. Transportowców w walce o równe reguły gry wspierają także rolnicy z . #StrajkPrzewoźników,The Confederation has supported the transport industry's protests from the very beginning! Yesterday we were at the border crossing in Dorohusk. Transporters in the fight for equal rules of the game are also supported by farmers from . #CarrierStrike
1730284916158398720,"Razem z posłem , ,  byliśmy po raz kolejny na przejściu granicznym w Dorohusku wspierać protestujących przewoźników i rolników. Transportowcy walczą z nieuczciwą konkurencją zza wschodniej granicy. Polscy przewoźnicy domagają się…  ","Together with the MP, we were once again at the border crossing in Dorohusk to support protesting carriers and farmers. Transport operators are fighting unfair competition from across the eastern border. Polish carriers demand…  "
1729930031122518272,Prawie jak KSW. Tylko hostessy prezentujące numery rund nieco mniej urodziwe.,Almost like KSW. Only the hostesses presenting the round numbers are a bit less pretty.
